user_name,user_id,user_age,user_gender,user_province,user_city,user_introduce,comment,comment_id,praise,date,year,month,day,hour,new_user_id,province_name
杯中春露冷,1350585278,20,1,440000,440100.0,巧者劳而知者忧，无能者无所求,世间荣落重逡巡，我独丘园守四春。,6028919182.0,7,2023-12-27 12:28:00,2023,12,27,12,1350585278,广东省
am阿默o,272048376,22,2,510000,510700.0,,很好听,6028786327.0,1,2023-12-27 01:10:00,2023,12,27,1,272048376,四川省
扬羔发发_,2072273679,21,2,310000,310101.0,,好一股牵丝戏的味儿啊哈哈哈哈[大笑],6028659286.0,8,2023-12-26 21:51:00,2023,12,26,21,2072273679,上海市
见一眼秋桃刹那春,566533196,18,2,510000,510100.0,,好久没听到琉璃了！这个副歌和词真的从第一遍就喜欢上了。。从初中喜欢到现在,6027263751.0,12,2023-12-24 19:55:00,2023,12,24,19,566533196,四川省
棠花吹雪,532109807,0,0,610000,610100.0,,看来不是我一个人这么觉得，后面的rap的确每次听到都有鸡皮疙瘩。期待一个无rap重制版,6026850342.0,5,2023-12-24 01:21:00,2023,12,24,1,532109807,陕西省
踏云_VoeS,8586835309,0,0,0,100.0,,蠡与璃,6026476085.0,0,2023-12-23 12:02:00,2023,12,23,12,8586835309,
踏云_VoeS,8586835309,0,0,0,100.0,,很有意思的解释,6026474186.0,0,2023-12-23 12:01:00,2023,12,23,12,8586835309,
魈君子,3378386964,0,1,440000,440100.0,,刚进入网易云第1首播放的音乐（琉璃）时隔三年又回来听[可爱],6026155708.0,2,2023-12-22 19:35:00,2023,12,22,19,3378386964,广东省
梦醉昭烨,1519825613,0,1,410000,411000.0,但愿总有人间一两风，偏偏填我十万八千梦,感谢大家[多多大笑]马上就要去看考场了，再听一遍,6026030850.0,0,2023-12-22 14:05:00,2023,12,22,14,1519825613,河南省
梦醉昭烨,1519825613,0,1,410000,411000.0,但愿总有人间一两风，偏偏填我十万八千梦,嗯嗯，大家都会成功的,6026027467.0,0,2023-12-22 14:02:00,2023,12,22,14,1519825613,河南省
梦醉昭烨,1519825613,0,1,410000,411000.0,但愿总有人间一两风，偏偏填我十万八千梦,[多多大笑]收到,6026025652.0,0,2023-12-22 14:02:00,2023,12,22,14,1519825613,河南省
白白的萝卜_X,6441223801,0,2,0,100.0,,明天研究生考试，祝你上岸[多多可怜],6025991988.0,0,2023-12-22 12:15:00,2023,12,22,12,6441223801,
欣坐水瓶,100562771,33,1,420000,420100.0,,我是考公，希望考研的小伙伴们成功,6025684966.0,0,2023-12-21 20:06:00,2023,12,21,20,100562771,湖北省
studyhardforthedream,1401743455,0,1,0,100.0,,从2020年到现在这首歌快听了一千遍了，临姐所有歌曲里面个人最爱的歌！,6025633456.0,3,2023-12-21 17:56:00,2023,12,21,17,1401743455,
studyhardforthedream,1401743455,0,1,0,100.0,,加一！,6025632469.0,1,2023-12-21 17:55:00,2023,12,21,17,1401743455,
五有十八,469609954,0,0,0,100.0,很好的一个介绍,加油加油，你们加油,6025464355.0,0,2023-12-21 08:51:00,2023,12,21,8,469609954,
五有十八,469609954,0,0,0,100.0,很好的一个介绍,又来盖楼了啊,6025464331.0,1,2023-12-21 08:50:00,2023,12,21,8,469609954,
天將明YS,3397994055,21,1,460000,469032.0,一生奔赴一场大无畏梦境，世人轻慢或艳羡着你。,连续四年的年度歌曲,6025337163.0,18,2023-12-20 23:57:00,2023,12,20,23,3397994055,海南省
夏有乔木-jxcc,100108929,0,2,350000,350200.0,大梦一场,灰原穷！！！夺…恨…不…天…懂？,6025272409.0,1,2023-12-20 22:23:00,2023,12,20,22,100108929,福建省
秒针失格,1529456131,20,2,510000,511500.0,,第19楼[多多比耶],6024377467.0,1,2023-12-19 10:29:00,2023,12,19,10,1529456131,四川省
秒针失格,1529456131,20,2,510000,511500.0,,好嘟，谢谢[憨笑],6023674907.0,1,2023-12-17 20:52:00,2023,12,17,20,1529456131,四川省
慕远容玺,478582087,0,2,440000,440200.0,,加油,6023601389.0,0,2023-12-17 17:51:00,2023,12,17,17,478582087,广东省
盐梭鱼梨,557080114,0,2,0,100.0,“情有独钟的是轻狂年岁，独上高楼宣苍龙来会”——《焦骨》本命银临、子弥、慕寒，墙头不才、司夏、贰婶……,能不能出一个无rap版，虽然我已经听惯了，但不好安利呀,6023517091.0,9,2023-12-17 14:16:00,2023,12,17,14,557080114,
天將明YS,3397994055,21,1,460000,469032.0,一生奔赴一场大无畏梦境，世人轻慢或艳羡着你。,主创说里有,6023304252.0,3,2023-12-17 00:50:00,2023,12,17,0,3397994055,海南省
秒针失格,1529456131,20,2,510000,511500.0,,我怎么记得评论区之前临子也评论了一个自在随心，怎么不见了啊[流泪],6023130798.0,2,2023-12-16 19:36:00,2023,12,16,19,1529456131,四川省
梦醉昭烨,1519825613,0,1,410000,411000.0,但愿总有人间一两风，偏偏填我十万八千梦,加油加油,6022408287.0,0,2023-12-15 10:22:00,2023,12,15,10,1519825613,河南省
幽晓雪,348381457,0,0,0,100.0,,是一场美丽的梦境啊，诉说自己的心情吧，自叹人生的命运坎坷生活，自我安慰自己吧,6022162843.0,0,2023-12-14 21:16:00,2023,12,14,21,348381457,
烧煤油的小笼包,572377197,19,1,110000,110101.0,心在甲烷中炽烈，一盏蓝焰冬已竭,是的，50w小飞机[多多耍酷],6021985952.0,0,2023-12-14 19:01:00,2023,12,14,19,572377197,北京市
天將明YS,3397994055,21,1,460000,469032.0,一生奔赴一场大无畏梦境，世人轻慢或艳羡着你。,2F？,6021972291.0,0,2023-12-14 18:31:00,2023,12,14,18,3397994055,海南省
烧煤油的小笼包,572377197,19,1,110000,110101.0,心在甲烷中炽烈，一盏蓝焰冬已竭,今晚jslc有苞米任务[多多耍酷],6021830975.0,1,2023-12-14 10:54:00,2023,12,14,10,572377197,北京市
阔步河山清旷,1815215077,0,0,130000,130100.0,,好好好,6021798121.0,1,2023-12-14 09:10:00,2023,12,14,9,1815215077,河北省
药小泽,6371238698,0,0,0,100.0,也许这就是音乐的魅力吧,加油啊啊啊啊我是两天考四级[流泪],6021713826.0,0,2023-12-14 01:16:00,2023,12,14,1,6371238698,
辣鸡洋的甜道长,3237326027,0,0,350000,350100.0,,我玩的是音音，害死了两个最爱我的男人[流泪][流泪][流泪],6020984446.0,0,2023-12-13 13:21:00,2023,12,13,13,3237326027,福建省
本座没有得中二病,1507335625,0,2,0,100.0,来如雷霆收震怒，罢如江海凝清光,"到""秀逸山岚，今古潮汐""那段甚至听出了一点史诗感的大气",6020181716.0,31,2023-12-11 23:00:00,2023,12,11,23,1507335625,
风离Fahaxiki,1361276862,23,1,330000,330100.0,“白裙红衣的姑娘桥上婀娜”,谢谢你[爱心][爱心] 愿我们都有奔赴未知和热爱的勇气,6020077637.0,3,2023-12-11 19:43:00,2023,12,11,19,1361276862,浙江省
炫上云霄-,8495179369,0,0,0,100.0,,生日快乐?,6020021434.0,1,2023-12-11 17:32:00,2023,12,11,17,8495179369,
啵灵啵灵盖,2117156881,17,2,410000,411600.0,社会主义好青年,月亮坠入,6020006733.0,1,2023-12-11 16:51:00,2023,12,11,16,2117156881,河南省
炫上云霄-,8495179369,0,0,0,100.0,,钻石,6020009819.0,0,2023-12-11 16:44:00,2023,12,11,16,8495179369,
炫上云霄-,8495179369,0,0,0,100.0,,自在随心,6020003785.0,2,2023-12-11 16:23:00,2023,12,11,16,8495179369,
炫上云霄-,8495179369,0,0,0,100.0,,昨晚梦到银临姐姐了[可爱],6019958633.0,1,2023-12-11 14:05:00,2023,12,11,14,8495179369,
梦醉昭烨,1519825613,0,1,410000,411000.0,但愿总有人间一两风，偏偏填我十万八千梦,[大哭]哈哈，我也浪费好多时间，第一次考没经验，坚持坚持！,6019674106.0,1,2023-12-10 21:31:00,2023,12,10,21,1519825613,河南省
梦醉昭烨,1519825613,0,1,410000,411000.0,但愿总有人间一两风，偏偏填我十万八千梦,嗯嗯一起加油,6019671827.0,1,2023-12-10 21:27:00,2023,12,10,21,1519825613,河南省
梦醉昭烨,1519825613,0,1,410000,411000.0,但愿总有人间一两风，偏偏填我十万八千梦,加油加油,6019672761.0,1,2023-12-10 21:27:00,2023,12,10,21,1519825613,河南省
白猫123,137473432,0,0,0,100.0,,哈哈哈哈我也是要考研了听《琉璃》找找力量。前期浪费太多时间了，知道今年已经考不上了，不过还是打算坚持到最后一天。明年再努力[大哭],6019569531.0,2,2023-12-10 17:46:00,2023,12,10,17,137473432,
雾深-Lik,4992791732,16,2,520000,520100.0,路上见识世界，途中认识自己,加油加油加油加油,6019453216.0,1,2023-12-10 13:11:00,2023,12,10,13,4992791732,贵州省
#NAME?,49200079,27,1,350000,350100.0,有很多事 ，不用解释，时间会让我懂事；傻瓜才在年轻时候不做傻事，羡慕别人有故事。,一生是漫长又瑰奇的瞬息，何谓枯荣又何谓云泥。像孤舟巡游 不为逝水追惜，在初逢灯火 在别时钟磬，自在随心。,6019379478.0,10,2023-12-10 10:24:00,2023,12,10,10,49200079,福建省
北葵1912,2064128952,0,2,370000,370100.0,,[流泪][流泪][流泪],6019340429.0,1,2023-12-10 08:03:00,2023,12,10,8,2064128952,山东省
明憂山河,5085974276,17,2,140000,140400.0,一片清歌付黄昏，乱山残雪夜明烛,浮图塔宝铎和鸣！肖铎的铎是取自于此嘛?,6019293217.0,2,2023-12-10 02:25:00,2023,12,10,2,5085974276,山西省
苏子瞻激吹bot,5181275451,0,2,320000,320100.0,,我来啦,6019217170.0,3,2023-12-09 23:47:00,2023,12,9,23,5181275451,江苏省
Cheese1010,1342502222,0,0,0,100.0,,我也好喜欢 小学就喜欢她ww,6019012164.0,1,2023-12-09 17:29:00,2023,12,9,17,1342502222,
爱吃松子的大鱼,132140454,27,1,340000,340100.0,一个懵懂的人，在音乐的世界里，找寻自我，沉溺其中,我买了一个专辑，38元,6018833377.0,1,2023-12-09 10:02:00,2023,12,9,10,132140454,安徽省
梦醉昭烨,1519825613,0,1,410000,411000.0,但愿总有人间一两风，偏偏填我十万八千梦,还有两星期就要考研了?希望大家都会成功,6018532517.0,60,2023-12-08 19:51:00,2023,12,8,19,1519825613,河南省
月奚乐兮,601002660,25,0,450000,450100.0,喜欢很廉价，不喜欢更更廉价,直接2元购买单曲,6018307874.0,4,2023-12-08 13:49:00,2023,12,8,13,601002660,广西壮族自治区
Sola_________,420148989,0,1,110000,110108.0,,西安场唱了琉璃，我真的太满足了[多多大笑],6018304438.0,2,2023-12-08 13:43:00,2023,12,8,13,420148989,北京市
八嘎呀鹿呀嘎八,8664409911,0,0,0,100.0,,你是漫步者耳机嘛？,6017167187.0,0,2023-12-06 07:49:00,2023,12,6,7,8664409911,
杯中春露冷,1350585278,20,1,440000,440100.0,巧者劳而知者忧，无能者无所求,这首歌则是陪我走过了高三，都很有意义,6016975849.0,1,2023-12-05 21:12:00,2023,12,5,21,1350585278,广东省
痴痴辣条,360269767,20,1,1000000,1002900.0,网抑云,一生奔赴一场大无畏梦境。,6016600989.0,1,2023-12-05 08:34:00,2023,12,5,8,360269767,
猫体鱼鳞,1336704770,19,2,0,100.0,??????,对对我也好喜欢这段,6016563404.0,1,2023-12-05 04:03:00,2023,12,5,4,1336704770,
studyhardforthedream,1401743455,0,1,0,100.0,,二胡那部分确实也好听,6016507902.0,1,2023-12-05 00:23:00,2023,12,5,0,1401743455,
studyhardforthedream,1401743455,0,1,0,100.0,,十分赞同，尤其是“秣陵城初夏夜”那一段,6016507076.0,4,2023-12-05 00:22:00,2023,12,5,0,1401743455,
猫体鱼鳞,1336704770,19,2,0,100.0,??????,每段都很喜欢，没有一句是不好听的……,6016457287.0,15,2023-12-04 23:37:00,2023,12,4,23,1336704770,
余己一人,532531460,0,2,0,100.0,于万人中万幸得以相逢,可是我没有奔赴这场梦境的勇气,6016423024.0,1,2023-12-04 22:29:00,2023,12,4,22,532531460,
na兔兔_,533710688,0,1,0,100.0,,西安场在现场，太幸福了,6016007934.0,3,2023-12-03 23:39:00,2023,12,3,23,533710688,
危焕夜,1370204876,0,1,610000,610100.0,,西安现场感觉太棒了,6015675804.0,9,2023-12-03 12:41:00,2023,12,3,12,1370204876,陕西省
_曲风和,1592357827,0,2,0,100.0,,西安场太好听了???,6015486999.0,3,2023-12-03 01:25:00,2023,12,3,1,1592357827,
听惊蛰静寂成谷雨,4906191246,0,1,0,100.0,无,真的好喜欢银临姐姐,6015426861.0,8,2023-12-03 00:04:00,2023,12,3,0,4906191246,
听惊蛰静寂成谷雨,4906191246,0,1,0,100.0,无,西安场好幸福，不虚此行,6015424114.0,14,2023-12-03 00:03:00,2023,12,3,0,4906191246,
银临小仙女,250903847,26,2,440000,440300.0,银临小仙女是我的！,在无垠天地，自在随心,6015051430.0,2,2023-12-02 11:17:00,2023,12,2,11,250903847,广东省
我会永远爱捕梦网,498665299,20,0,710000,710500.0,风,有没有人跟我一样喜欢最后那一段二胡的！！,6014612489.0,4,2023-12-01 13:26:00,2023,12,1,13,498665299,台湾省
Septemberorange,3417907723,21,2,610000,610100.0,他应该带着一束花 一壶酒 一份爱 一腔热血,一样一样,6014356684.0,1,2023-12-01 02:08:00,2023,12,1,2,3417907723,陕西省
958hudu,8070778857,20,2,320000,320100.0,,一生奔赴一场大无畏梦境??,6013144986.0,3,2023-11-28 18:53:00,2023,11,28,18,8070778857,江苏省
loloffy,497162910,0,0,0,100.0,,突然发现“轻慢或艳羡着你”和“怎甘心扬汤止沸”是一样的,6012855691.0,1,2023-11-28 00:34:00,2023,11,28,0,497162910,
红颜枯坐,1358926526,21,2,520000,520300.0,风物迢迢梦有时,这里面没有男声啊，说唱还是临子自己呀,6012623640.0,1,2023-11-27 15:30:00,2023,11,27,15,1358926526,贵州省
得卿谐也,1480385443,22,2,510000,510100.0,好奇怪，我连你衣服的褶皱也爱。,咦，为什么我听到前面几句之后自动跳到rap片段了？重启之后也是这样，是音源出问题了吗？,6010519998.0,1,2023-11-23 18:46:00,2023,11,23,18,1480385443,四川省
studyhardforthedream,1401743455,0,1,0,100.0,,出高考成绩的那天临姐发布的这首歌，目前是我最喜欢也是听的最多的一首歌，已经快一千遍了！,6010365110.0,4,2023-11-23 10:08:00,2023,11,23,10,1401743455,
studyhardforthedream,1401743455,0,1,0,100.0,,毕竟三专主题曲，大概率会有的,6010364147.0,0,2023-11-23 10:07:00,2023,11,23,10,1401743455,
白鸟浮滓_HRay,504496365,0,1,1000000,1004000.0,,是的 已经开始期待明年的巡演了[多多大哭],6009442301.0,1,2023-11-21 14:11:00,2023,11,21,14,504496365,
涯涯涯涯涯烬,319679313,0,2,0,100.0,啊～大脑在颤抖,看长沙现场之前感觉自己对银临其实只是有种“爷青回”滤镜，谈不上多喜爱；看完之后却有超乎预期的感动。真就像中场妖扬在视频里说的，她就像琉璃一样，剔透、灵动且能折射出梦幻般的七彩光辉。我从她的音乐里找到一些潇洒面对生活的勇气，毕竟人生不过奔赴一场大无畏梦境。,6009256179.0,6,2023-11-21 00:02:00,2023,11,21,0,319679313,
再将将,361673107,0,2,450000,450100.0,垃圾桶,滴！长沙现场打卡[多多可怜],6009138426.0,1,2023-11-20 20:27:00,2023,11,20,20,361673107,广西壮族自治区
棠梨煎雪柚子茶,1655891787,24,1,410000,411500.0,一入古风深似海，从此流行是路人,长沙现场回来打卡！,6009061308.0,2,2023-11-20 16:51:00,2023,11,20,16,1655891787,河南省
Quiet170429,476390929,0,1,440000,440300.0,,心似白云常自在，意如流水任东西,6008786161.0,0,2023-11-19 23:26:00,2023,11,19,23,476390929,广东省
酒的爻,1519131627,0,0,0,100.0,,长沙！,6008455417.0,2,2023-11-19 10:41:00,2023,11,19,10,1519131627,
沐兮攸宁,1846966728,0,2,0,100.0,识得君音，三生有幸,长沙场吃的太好了！,6008436966.0,5,2023-11-19 09:47:00,2023,11,19,9,1846966728,
澄岚明雪,1567362969,19,1,610000,611000.0,Full,一样,6008115921.0,1,2023-11-18 19:04:00,2023,11,18,19,1567362969,陕西省
沐雨沫杰,387990910,0,1,0,100.0,,这首都3年了吗[生病],6007988279.0,1,2023-11-18 13:52:00,2023,11,18,13,387990910,
阑兰蓝岚拦,3245996969,0,0,0,100.0,随心听 随心享 随心念,琉璃直击心底,6007804023.0,2,2023-11-18 00:49:00,2023,11,18,0,3245996969,
阑兰蓝岚拦,3245996969,0,0,0,100.0,随心听 随心享 随心念,第五百遍了吧,6007796470.0,1,2023-11-18 00:40:00,2023,11,18,0,3245996969,
像一世葵戈,343660216,0,0,0,100.0,都要好好的,广安电子国风是什么榜单啊,6007490343.0,1,2023-11-17 16:09:00,2023,11,17,16,343660216,
笨蛋小小临,3397946174,0,2,430000,430400.0,,我怎么记得以前那一段没有男声的,6005505490.0,2,2023-11-13 14:47:00,2023,11,13,14,3397946174,湖南省
孤竹流萤,633544996,23,2,510000,510100.0,琴瑟愿与，共沐春秋。,成都场听到了琉璃，心满意足,6005140347.0,10,2023-11-12 18:42:00,2023,11,12,18,633544996,四川省
yichya,63706128,0,1,0,100.0,,现场打卡[多多大笑],6004733997.0,2,2023-11-11 22:57:00,2023,11,11,22,63706128,
银璃Rachel,8448999037,16,2,440000,440700.0,异次临倾，步步唯银～                                                      我是临姐的小银子，小银铃呀,在生日这天听最喜欢的歌琉璃者，如你如歌生日快乐?,6003209456.0,12,2023-11-08 20:00:00,2023,11,8,20,8448999037,广东省
_幸_会_,1519839627,0,2,0,100.0,理榜回到前四十！！！,寻找那时的回忆,6002999245.0,1,2023-11-08 08:31:00,2023,11,8,8,1519839627,
眼中永远有星辰大海,1605548135,21,2,310000,310101.0,,每次听这首歌都会被鼓励到,6001330560.0,1,2023-11-04 18:40:00,2023,11,4,18,1605548135,上海市
半城旧夜,437144006,20,2,130000,130700.0,如果不知为何而活，那就为了我而活下去吧。,我真的好喜欢好喜欢好喜欢这首,6001220991.0,10,2023-11-04 13:36:00,2023,11,4,13,437144006,河北省
偷风-不偷月,408146299,22,0,340000,340300.0,不好意思打扰您上网了 ，这边您直接补偿我十元，您看可以接受吗？,在扣扣音乐如一下面也看见你了诶,6001091808.0,2,2023-11-04 05:30:00,2023,11,4,5,408146299,安徽省
华枝春满天心月圆1809,1610750525,0,1,350000,350500.0,,我也是,6000920846.0,1,2023-11-03 21:22:00,2023,11,3,21,1610750525,福建省
辣鸡洋的甜道长,3237326027,0,0,350000,350100.0,,看见这句话的第一眼我就知道说的是谁了，是陆准哥哥，我没玩千盈，所以我不太能理解千盈的心境，但是我能明白那种痛的感觉,6000866331.0,0,2023-11-03 19:20:00,2023,11,3,19,3237326027,福建省
八嘎呀鹿呀嘎八,8664409911,0,0,0,100.0,,为啥我听一卡一卡的？,6000861703.0,1,2023-11-03 19:14:00,2023,11,3,19,8664409911,
动感小丸子波,55529052,28,2,210000,210100.0,,走走散散心,6000114358.0,1,2023-11-02 08:45:00,2023,11,2,8,55529052,辽宁省
迎黎嗜夜,1488341172,0,2,0,100.0,坦然以对，open to life～,好听,6000089497.0,1,2023-11-02 06:19:00,2023,11,2,6,1488341172,
暮色对饮茶,7828819371,20,1,340000,341100.0,我生已悦我，而非他人所困。,希望，南京站能听到《琉璃》,5999577337.0,2,2023-10-31 23:35:00,2023,10,31,23,7828819371,安徽省
958hudu,8070778857,20,2,320000,320100.0,,好勇敢的歌???,5999194930.0,2,2023-10-31 00:18:00,2023,10,31,0,8070778857,江苏省
Jody_Mirror,1531655638,20,2,320000,321200.0,是个车万厨、普通的术力口歌迷，也很喜欢听陈致逸老师的曲子。最喜欢的角色是博丽灵梦。,不知道为什么每次听完都会想到高畑勋导演的辉夜姬物语,5998557703.0,2,2023-10-29 18:26:00,2023,10,29,18,1531655638,江苏省
缘瞥,414823855,22,1,110000,110101.0,,10.21的琉璃好透明,5995312438.0,10,2023-10-22 16:17:00,2023,10,22,16,414823855,北京市
知黑_守白_,132168789,0,1,0,100.0,你是刺槐我是暮夏,听哭了,5995284611.0,1,2023-10-22 15:08:00,2023,10,22,15,132168789,
树洞挪威,352534193,0,1,510000,511000.0,,在北京听到了！,5995233825.0,2,2023-10-22 12:44:00,2023,10,22,12,352534193,四川省
瀞山,6335135006,0,1,120000,120101.0,耳机里藏着与世隔绝的温柔。,听这首歌写了人生第一首词，还往大家不吝赐教[多多可怜][多多可怜][多多可怜]双调忆王孙·首词（癸卯九月初六，阅赏荷，听琉璃首作）白沙又覆芷兰汀。朔风起，如芒似星。江舟万里多沉浮，西北南，几浊清。残铜犹留晨钟音。时节异，仍堪天命！枯荣云泥太憾恨，荒唐去，意未尽。,5995041488.0,13,2023-10-22 00:07:00,2023,10,22,0,6335135006,天津市
KimoQiu,592846269,20,2,130000,131000.0,配音，古风，二次元，原耽，音乐剧，总之啥都听听,我还在那场名叫银临的梦里[流泪][流泪][流泪]演唱会戒断谁懂[流泪][流泪][流泪],5994967553.0,8,2023-10-21 22:10:00,2023,10,21,22,592846269,河北省
小W的大world,266693082,0,2,0,100.0,,今天唱了这首好好听,5994963113.0,4,2023-10-21 21:57:00,2023,10,21,21,266693082,
宇宙编辑嘿洞,63699069,0,2,0,100.0,无音乐不黑泡不疯魔/古风歌YYDS/是双重性格的INFJ。,他眼中的临子：一生奔赴一场大无畏梦境,5994937344.0,2,2023-10-21 21:13:00,2023,10,21,21,63699069,
凑不崎豆腐,5170250823,0,0,1000000,100.0,,都是三年前的歌了 天啊,5994141196.0,2,2023-10-20 01:14:00,2023,10,20,1,5170250823,
再吃就抱不动了_,1491276662,0,2,0,100.0,荣幸之至,我不能死在这里，我的骨血要葬在家乡,5993695301.0,2,2023-10-19 00:37:00,2023,10,19,0,1491276662,
金流苏,510694477,0,0,150000,150100.0,,每次听琉璃都是治愈的过程，白天经历的杂乱会慢慢归于平静，消耗的能量好像也回来了,5993649647.0,2,2023-10-18 23:32:00,2023,10,18,23,510694477,内蒙古自治区
谓韵,1674334076,20,0,450000,450100.0,,姐妹真的好棒，现在也是一样的困扰[痛苦],5989434940.0,0,2023-10-10 18:57:00,2023,10,10,18,1674334076,广西壮族自治区
旺旺碎碎冰_香草冰淇淋,504526376,0,2,510000,510100.0,,失落???迷茫必听歌曲,5989331469.0,1,2023-10-10 12:50:00,2023,10,10,12,504526376,四川省
人间顾我,3280552812,23,2,370000,371300.0,,为什么副歌我总是幻听牵丝戏[多多捂脸],5988167448.0,2,2023-10-07 20:43:00,2023,10,7,20,3280552812,山东省
夜影醉酒,1333140658,23,1,440000,440500.0,远山长慕 寒鸦声渡,那首《灼》，没听过的小伙伴可以试听一下哦哈哈,5987680018.0,1,2023-10-06 16:54:00,2023,10,6,16,1333140658,广东省
夜影醉酒,1333140658,23,1,440000,440500.0,远山长慕 寒鸦声渡,很好听不过rap部分确实有瑕，大家有意见提出来也是为了银临子能唱的更好进步更多做出更优秀的作品吧！勇于尝试不同曲风我觉得是非常不错的，停滞不前才是真的失败，那种灼，就是我非常喜欢的不算古风的一首吧。银临子继续加油哦！做大做强变大大滴金子哈哈哈,5987679087.0,2,2023-10-06 16:53:00,2023,10,6,16,1333140658,广东省
lostbutterfly_rin,98571954,0,2,540000,542400.0,爱如春日的霜,会不会有去rap版 山里人有点懵emm,5986769442.0,1,2023-10-04 22:33:00,2023,10,4,22,98571954,西藏自治区
变成一个月半子,3422604667,2,2,360000,360700.0,否极泰来,少女的奇遇,5985323553.0,3,2023-10-02 01:09:00,2023,10,2,1,3422604667,江西省
顾名思--,6476067125,0,2,0,100.0,,真的很好听，是我继棠梨煎雪和牵丝戏后最喜欢的一首，歌词就很琉璃透彻，加上穷叔和临姐的搭配，简直[流泪],5984909378.0,29,2023-10-01 10:25:00,2023,10,1,10,6476067125,
鸣珂Rachel,4990792968,0,1,0,100.0,,一晃都四专了,5983984738.0,3,2023-09-29 15:24:00,2023,9,29,15,4990792968,
徘槐_,3294242359,15,2,110000,110101.0,烟花易逝 人情常存,银临的歌里最喜欢的一首,5983586784.0,2,2023-09-28 23:47:00,2023,9,28,23,3294242359,北京市
